회사명,거래소코드,회계년도,소속코드,상장폐지일,감사의견코드,자기자본증가율,경영자본순이익률,총자본순이익률,자기자본순이익률,순운전자본비율,비유동장기적합률,경영자본회전률,매입채무회전률,총자본투자효율,설비투자효율,재고자산회전률,매출채권회전률,자산총계(요약)(백만원),부채총계(요약)(백만원)
(주)대덕,008060,2000/12,1,,UQ,11.79,17.41,15.01,20.94,43.25,44.17,1.04,14.41,42.01,195.62,9.11,5.11,383725,93487
(주)대덕,008060,2001/12,1,,UQ,16.18,11.38,10.09,12.13,62.14,31.81,0.88,15.49,31.85,181.44,8.18,5.18,370948,33740
(주)대덕,008060,2002/12,1,,UQ,4.2,9.24,7.86,8.91,49.26,42.7,0.81,13.18,23.69,137.95,10.57,7.14,409586,58220
(주)대덕,008060,2003/12,1,,UQ,3.23,6.99,5.66,6.46,54.33,39.42,0.71,9.73,21.93,145.84,9.25,6.08,405205,42503
(주)대덕,008060,2004/12,1,,UQ,1.16,10.08,8.01,9.05,46.04,47.87,0.97,10.54,14.18,74.4,10.15,6.9,418615,51695
(주)대덕,008060,2005/12,1,,UQ,4.65,9.57,7.5,8.78,45.63,46.46,0.97,8.15,14.9,87.23,10.55,6.83,459908,75920
(주)대덕,008060,2006/12,1,,UQ,-8.82,1.19,0.92,1.11,41.16,51.05,0.98,6.92,7,38.37,10.94,7.55,423918,73791
(주)대덕,008060,2007/12,1,,UQ,-3.94,3.62,2.99,3.57,55.47,35.92,0.94,7.39,10.27,55.13,10.03,7.52,395950,59629
(주)대덕,008060,2008/12,1,,UQ,-25.89,-20.2,-17.59,-22.93,33.13,52.34,1.01,10.48,-15.99,-90.17,10.14,7.99,367482,118239
(주)대덕,008060,2009/12,1,,UQ,15.65,14.41,12,16.6,40.67,48.3,1.28,10.43,18.98,109.47,11.06,7.56,376120,87882
(주)대덕,008060,2010/12,1,,UQ,23.71,16.07,11.3,14.7,21.69,72.58,1.8,9.58,16.91,100.33,12.62,6.67,462354,105769
(주)대덕,008060,2011/12,1,,UQ,8.06,12.28,8.66,11.38,15.3,80.02,1.91,10.61,18.59,48.16,14.9,6.68,512464,127122
(주)대덕,008060,2012/12,1,,UQ,10.58,11.2,9.07,11.79,26.46,66.78,1.76,10.61,22.32,65.03,14.86,7.56,542695,116579
(주)대덕,008060,2013/12,1,,UQ,-0.39,2.33,1.92,2.4,32.93,60.92,1.68,10.89,15.06,47.86,13.11,8.51,518608,94134
(주)대덕,008060,2014/12,1,,,3.18,7.43,5.67,7.01,22.15,72.79,1.7,12.69,20.05,71.32,11.64,9.69,547317,109338
(주)대덕,008060,2015/12,1,,,4.16,7.24,5.71,6.84,42.18,51.66,1.21,12.79,19.05,64.33,9.8,8.95,525407,69217
(주)대덕,008060,2016/12,1,,,2.34,5.32,4.31,5.06,32.39,61.65,1.12,14.79,16.27,64.32,11.03,8.33,557709,90859
(주)대덕,008060,2017/12,1,,,11.4,7.85,6.11,7.22,37.26,56.75,1.13,14.03,15.85,56.99,10.4,8.11,607099,87033
(주)대덕,008060,2018/12,1,,UQ,88.43,36.77,30.34,34.98,33.4,62.21,0.83,12.9,29.25,76.8,8.39,5.12,1122348,142371
(주)대덕,008060,2019/12,1,,UQ,5.91,7.19,5.86,6.7,31.12,64.79,1.13,17.93,14.82,41.74,11.66,6.29,1185885,148026
(주)대덕,008060,2020/12,1,,UQ,-48.05,14.65,9.4,10.31,29.62,70.15,0.01,0.19,9.45,22795.31,0.13,0.07,543388,4221
(주)대동,000490,2000/12,1,,UQ,3.82,2.34,2.14,3.83,16.77,77.52,1.2,8.18,24.15,50.95,6.53,7.01,267360,115193
(주)대동,000490,2001/12,1,,UQ,1.57,1.49,1.38,2.36,21.08,72.29,1.04,7.85,20.75,44.46,6.63,4.58,256578,102014
(주)대동,000490,2002/12,1,,UQ,-2.87,-1.07,-0.99,-1.56,15.54,79.83,0.79,7.61,18.88,37.23,5.82,4.19,225729,75608
(주)대동,000490,2003/12,1,,UQ,1.67,1.43,1.31,1.92,15.64,80.03,1.2,9.55,25.64,49.95,7.11,9.97,219768,67148
(주)대동,000490,2004/12,1,,UQ,0.56,2.03,1.85,2.77,13.26,81.92,1.35,7.61,14.46,28.69,6.12,11.37,238329,84853
(주)대동,000490,2005/12,1,,UQ,1.06,2.17,1.99,3.26,9.39,85.34,1.52,7.66,16.42,36.42,5.54,11.79,266138,111031
(주)대동,000490,2006/12,1,,UQ,-0.35,0.71,0.66,1.21,15.64,78.44,1.31,6.37,15.2,31.06,4.4,9.14,299822,145263
(주)대동,000490,2007/12,1,,UQ,-3.96,-1.68,-1.56,-3.09,14.94,78.28,1.38,6.29,15.87,36.28,4.67,9.65,299814,151372
(주)대동,000490,2008/12,1,,UQ,-7.43,-4.77,-4.35,-9.48,8.91,84.8,1.56,6.51,10.43,28.24,4.86,9.76,323349,185935
(주)대동,000490,2009/12,1,,UQ,0.97,1.31,1.19,2.72,12.09,80.57,1.46,6.3,16.62,44.82,4.16,9.01,309134,170385
(주)대동,000490,2010/12,1,,UQ,0.03,0.46,0.41,0.93,9.11,84.83,1.56,7.53,15.52,42.99,4.42,10.44,316011,177215
(주)대동,000490,2011/12,1,,UQ,52.66,0.48,0.44,0.98,6.82,88.87,1.41,8.18,11.19,25.98,4.78,7.51,469761,257879
(주)대동,000490,2012/12,1,,UQ,0.41,0.58,0.53,1.16,1.89,96.79,1.12,8.15,12.33,27.73,4.18,5.72,456744,243987
(주)대동,000490,2013/12,1,,UQ,-3.47,-0.97,-0.89,-2.01,4.25,92.4,1.18,7.75,10.43,25.91,4.62,5.29,489595,284219
(주)대동,000490,2014/12,1,,UQ,1.52,0.79,0.73,1.94,7.31,85.2,1,5.01,10.27,31.98,4.49,3.01,603839,395347
(주)대동,000490,2015/12,1,,UQ,-1.02,-0.1,-0.09,-0.27,11.53,79.07,0.85,4.31,10.07,31.42,3.25,2.55,579539,373172
(주)대동,000490,2016/12,1,,UQ,-9.72,-3.92,-3.56,-10.15,6.18,87.95,0.91,5.72,6.82,20.88,3.11,3.11,539759,353456
(주)대동,000490,2017/12,1,,UQ,0.24,0.89,0.8,2.36,3.11,93.29,0.92,5.78,10.94,36.72,3.43,2.89,558503,371761
(주)대동,000490,2018/12,1,,UQ,-3.35,-0.76,-0.66,-2,-0.03,100.05,0.98,5.59,10.72,35.31,3.7,3.09,551960,371479
(주)대동,000490,2019/12,1,,UQ,-5.76,-1.76,-1.5,-4.72,-0.28,100.61,1.32,7.36,10.5,34.81,5.15,4.12,550191,380099
(주)대동,000490,2020/12,1,,UQ,44.4,2.58,2.22,6.46,-3.43,106.91,1.22,7.33,12.27,31.56,5.13,4.15,657149,411539
(주)대성합동지주,005620,2000/12,4,2017/08/25,UQ,0.06,2.73,1.96,3.42,-3.95,105.3,1.09,9.13,10.83,24.78,36.8,8.27,673907,272212
(주)대성합동지주,005620,2001/12,4,2017/08/25,UQ,-5.56,1.88,1.29,2.19,4.84,94.3,1.15,22.22,9,20.79,41.08,9.32,655942,276568
(주)대성합동지주,005620,2002/12,4,2017/08/25,UQ,2.12,6.72,4.67,7.6,-2.8,103.65,1.23,31.3,13.26,27.89,47.37,11.69,593285,205858
(주)대성합동지주,005620,2003/12,4,2017/08/25,UQ,5.09,5.1,3.64,5.76,-1.52,101.99,1.45,21.02,10.29,23.31,57.87,10.15,663885,256752
(주)대성합동지주,005620,2004/12,4,2017/08/25,UQ,-0.83,4.15,3.08,5.32,15.41,81.6,1.14,15.42,9.35,22.85,19.71,6.93,738125,334362
(주)대성합동지주,005620,2005/12,4,2017/08/25,UQ,7.05,5.05,3.99,7.61,12.97,83.36,1.27,18.08,9.53,23.79,15.03,7.37,856103,423867
(주)대성합동지주,005620,2006/12,4,2017/08/25,UQ,1.54,5.25,4.26,8.31,3.48,95.33,1.21,19.05,11.37,25.46,22.77,6.62,843463,404588
(주)대성합동지주,005620,2007/12,4,2017/08/25,UQ,5.75,4.35,3.53,7.31,7.91,89.74,1.16,23.77,10.47,24.65,31.16,6.57,1028096,563989
(주)대성합동지주,005620,2008/12,4,2017/08/25,UQ,82.06,2.44,1.96,4.01,3.38,95.9,1.03,30.61,6.41,11.72,28.07,6.97,1648248,803276
(주)대성합동지주,005620,2009/12,4,2017/08/25,UQ,2.24,1.65,1.26,2.57,-1.99,102.48,0.76,20.93,6.35,12.37,25.69,6.03,1824961,961096
(주)대성합동지주,005620,2010/12,4,2017/08/25,UQ,-48.47,1.62,0.96,1.72,-0.84,100.87,0.03,0.62,5.15,107.52,0.92,0.24,525376,80215
(주)대성합동지주,005620,2011/12,4,2017/08/25,UQ,-0.81,12.69,0.97,1.18,-6.6,107.22,0.7,24.32,1.05,65.04,147.06,15.76,549132,107565
(주)대성합동지주,005620,2012/12,4,2017/08/25,UQ,0.76,12.89,0.73,0.92,-8.63,109.65,0.95,11.77,1.91,125.26,102.87,7.73,565111,120180
(주)대성합동지주,005620,2013/12,4,2017/08/25,UQ,-11.31,-123.5,-9.44,-12.02,-7.45,108.58,0.74,10.24,-17.78,-994.56,99.68,7.06,503280,108653
(주)대성합동지주,005620,2014/12,4,2017/08/25,UQ,-5.99,-14.82,-5.04,-6.18,43.58,49.5,0.19,9.82,-9.52,-476.95,131.19,7.01,434924,63953
(주)대성합동지주,005620,2015/12,4,2017/08/25,UQ,-6.01,-12.59,-5.38,-6.19,6.49,92.81,0.18,6.89,-4.24,-198.88,189.3,7.12,393246,44573
(주)대성합동지주,005620,2016/12,4,2017/08/25,UQ,1.27,2.65,0.4,0.45,-5.23,105.68,0.61,6.78,4.28,145.13,232.56,8.07,403866,50767
(주)대양금속,009190,2000/03,1,,UQ,37.32,2.16,1.85,3.86,17.03,74.45,0.77,6.11,9.5,22.45,8.2,4.28,187014,100987
(주)대양금속,009190,2001/03,1,,UQ,-2.7,0.24,0.22,0.45,9.01,85.63,0.54,5.57,9.4,21.94,4.32,2.66,168702,84995
(주)대양금속,009190,2002/03,1,,UQ,-12.11,-6.89,-6.22,-12.9,3.65,93.62,0.48,4.74,1.88,4.38,2.56,2.05,157338,83768
(주)대양금속,009190,2003/03,1,,UQ,0.16,0.89,0.82,1.79,2.83,94.37,0.79,7.2,11.2,30.06,4.83,3.13,164820,91131
(주)대양금속,009190,2004/03,1,,UQ,9.76,4.9,4.49,9.89,7.03,85.37,1.06,10.25,16.46,51.92,6.77,3.42,175522,94642
(주)대양금속,009190,2005/12,1,,UQ,0,2.72,2.44,5.62,17.45,67.81,1.03,38.49,10.53,40.57,3.97,3.06,205490,116258
(주)대양금속,009190,2006/12,1,,UQ,5.27,4.26,3.87,9.08,21.95,60,1.09,11.64,12.1,48.53,4.97,3.46,223648,129712
(주)대양금속,009190,2007/12,1,,UQ,7.45,2.78,2.49,6.32,6.93,83.6,1.37,12.75,8.98,40.26,5.67,4.83,271038,170109
(주)대양금속,009190,2008/12,1,,UQ,-10.43,-14.81,-12.73,-39.02,-14.62,147.68,0.9,22.61,-9.42,-31.35,3.16,3.69,315255,224855
(주)대양금속,009190,2009/12,1,,UQ,-1.53,-8.06,-7.07,-24.93,-8.44,125.19,0.72,6.84,-1.14,-3.83,2.85,3.35,317191,228178
(주)대양금속,009190,2010/12,1,,UQ,6.68,0.29,0.25,0.82,-11.91,131.5,0.83,5.08,7.46,26.36,3.44,3.73,287734,192775
(주)대양금속,009190,2011/12,1,,UQ,-64.34,-31.53,-25.77,-100.97,-24.56,228.32,0.71,6.09,-17.63,-68.01,3,3.04,216929,183069
(주)대양금속,009190,2012/12,1,,UQ,-49.69,-54.48,-46.64,-294.82,12.37,81.67,0.72,8.85,-49.61,-104.64,3.38,3.24,104783,87749
(주)대양금속,009190,2013/12,1,,UQ,17.65,-9.53,-8.9,-49.59,30.06,61.78,1.17,16.6,3.48,8.09,5.09,5.62,101769,81729
(주)대양금속,009190,2014/12,1,,UQ,-73.74,-17.25,-16.76,-136.91,-37.26,580.95,1.22,10.3,-5.04,-11.36,4.58,5.02,104909,99646
(주)대양금속,009190,2015/12,1,,,130.51,-17.61,-17.55,-205.31,-26.66,269.07,1.2,12.96,-4.36,-10.42,4.48,4.77,98536,86405
(주)대양금속,009190,2016/12,1,,,36.22,4.68,4.67,32.34,-16.6,181.18,1.48,36.91,16.96,46.49,5.1,5.9,100099,83574
(주)대양금속,009190,2017/12,1,,,57.3,10.11,10.08,46.46,-0.28,100.79,1.77,44.27,20.85,60.52,5.59,7.57,95910,69917
(주)대양금속,009190,2018/12,1,,,21.86,5.93,5.91,19.3,7.74,81.6,1.76,48.1,15.55,45.99,5.42,8.27,92308,60633
(주)대양금속,009190,2019/12,1,,,110.66,3.8,3.8,7.06,44,42.68,1.66,55.45,13.52,41.7,5.38,6.98,90520,23792
(주)대양금속,009190,2020/12,1,,,13.54,-0.64,-0.63,-0.91,42.97,41.16,1.38,20.46,4.62,17.63,5.04,5.76,116257,40491
(주)대우,003810,2000/12,4,2001/05/23,,0,61.79,54.02,0,-62.41,0,1.68,7.51,495.23,27276.69,14.43,6.78,1223112,15254497
(주)대우건설,047040,2000/12,1,,UQ,,,,,,,,,,,,,5113467,4201851
(주)대우건설,047040,2001/12,1,,UQ,0,3.27,2.96,9.07,37.26,49.12,0.68,6.74,12.91,68.01,4.55,2.27,4951601,3335743
(주)대우건설,047040,2002/12,1,,UQ,7.33,2.77,2.48,7.26,33.24,53.81,0.78,7.67,14.9,81.12,5.01,3.19,4860447,3126161
(주)대우건설,047040,2003/12,1,,UQ,9.7,3.65,3.22,9,27.54,57.2,0.94,7.67,17.03,106.65,5.67,4.55,5300933,3398458
(주)대우건설,047040,2004/12,1,,UQ,8.75,5.4,4.71,12.48,26.61,57.76,1.04,7.17,10.75,70.93,6.43,4.28,5216865,3147970
(주)대우건설,047040,2005/12,1,,UQ,17.25,8.67,7.52,18.1,30.16,52.69,1.08,6.87,12.22,90.68,6.8,3.94,5601513,3175668
(주)대우건설,047040,2006/12,1,,UQ,14.34,8.73,7.5,16.86,29.98,52.54,1.14,7.5,12.11,94.34,7.98,3.64,6084687,3310920
(주)대우건설,047040,2007/12,1,,UQ,10.37,17.03,14.67,32.15,34.07,43.98,1.1,8.77,22.17,292.02,9.26,2.99,6703413,3642130
(주)대우건설,047040,2008/12,1,,UQ,7.23,4.15,3.1,7.79,14.1,76.53,1.11,8.63,8.2,129.63,10.14,2.76,9242052,5959494
(주)대우건설,047040,2009/12,1,,UQ,-6.93,1.33,0.88,2.52,16.55,72.77,1.18,7.93,5.75,97.41,12.98,2.83,8841021,5785898
(주)대우건설,047040,2010/12,1,,UQ,8.69,-12.37,-8.3,-23.5,22.41,66.48,1.11,7.94,-6.98,-150.12,14.91,2.67,9214340,5893878
(주)대우건설,047040,2011/12,1,,UQ,1.2,3.43,2.49,6.79,24.88,58.66,1.06,9.72,6.53,325.16,12.17,2.76,8984782,5624336
(주)대우건설,047040,2012/12,1,,UQ,1.05,2.19,1.74,4.72,24.8,56.72,1.12,14.38,5.84,330.19,9.15,3.08,9357600,5961930
(주)대우건설,047040,2013/12,1,,UQ,-22.8,-9.43,-7.8,-24.72,23.13,57.31,1.07,17.81,-5.34,-297.81,6.86,2.91,9721383,7099823
(주)대우건설,047040,2014/12,1,,UQ,1.06,1.29,1.09,4.07,27.61,52.8,1.18,20.41,4.94,241.58,7.65,3.11,9889840,7240621
(주)대우건설,047040,2015/12,1,,UQ,5.11,1.76,1.5,5.38,20.76,61.42,1.19,20.95,5.41,154.39,7.98,3.26,9650769,6866197
(주)대우건설,047040,2016/12,1,,UQ,-27.68,-9.49,-8.01,-31.76,-2.48,107.06,1.37,22.37,-6.39,-163.61,10.23,5.51,9367313,7353420
(주)대우건설,047040,2017/12,1,,UQ,9.99,3.06,2.53,10.54,-2.33,105.89,1.56,23.76,7.56,226.22,17,10.22,8247701,6032584
(주)대우건설,047040,2018/12,1,,UQ,-0.6,3.7,3.02,11.21,1.17,97.34,1.53,28.95,9.08,326.75,18.07,9.89,8137774,5936051
(주)대우건설,047040,2019/12,1,,UQ,-1.22,0.11,0.09,0.36,8.27,82.4,1.14,27.56,4.98,236.99,11.65,7.28,8734473,6559696
(주)대우건설,047040,2020/12,1,,UQ,8.98,2.43,2.07,7.78,7.24,84.16,1.05,36.52,7.15,550.14,7.7,7.35,8399269,6029114
(주)대웅,003090,2000/03,1,,,11.31,3.65,3.27,6.2,36.66,53.06,0.53,12.57,18.98,66.32,7.49,1.66,290859,128714
(주)대웅,003090,2001/03,1,,UQ,10.17,7.3,6.38,10.88,26.34,61.99,0.66,13.89,22.65,79.4,8.9,2.12,290328,111689
(주)대웅,003090,2002/03,1,,UQ,16.81,11.3,9.83,14.97,33.89,57.86,0.87,17.47,28.83,88.22,9.03,3.32,299835,91173
(주)대웅,003090,2003/03,1,,UQ,-56.17,8.33,5.87,7.98,1.77,98.1,0.83,17.41,43.42,313.72,8.72,3.77,107927,16477
(주)대웅,003090,2004/03,1,,UQ,42.58,32.36,6.1,6.77,2.17,97.78,0.96,0,14.93,155.07,0,27.99,138169,7777
(주)대웅,003090,2005/03,1,,UQ,2.33,46.67,6.9,7.31,3.62,96.34,1.32,1167.58,15.63,183.02,0,34.04,141618,8190
(주)대웅,003090,2006/03,1,,UQ,6.59,59.76,8.25,8.81,2.89,97.06,1.71,1411.55,19.01,257.9,0,428.21,152765,10542
(주)대웅,003090,2007/03,1,,UQ,12.33,138.61,15.36,16.38,0.24,99.76,2.65,482.04,25.17,394.52,0,96.67,169289,9532
(주)대웅,003090,2008/03,1,,UQ,15.82,171.91,16.81,17.59,2.42,97.54,3.37,285.52,26.06,474.16,1063.34,60.24,191620,6583
(주)대웅,003090,2009/03,1,,UQ,21.88,122.81,7.48,7.79,4.05,95.89,6.9,443.68,10.06,238.41,636.12,103.83,236106,10580
(주)대웅,003090,2010/03,1,,UQ,12.36,421.97,12.89,13.5,4.4,95.56,8.89,153.55,18.28,536.22,796.9,54.11,265559,12147
(주)대웅,003090,2011/12,1,,UQ,0,45.15,3.35,3.59,5.32,94.62,2.13,53.77,8.29,2303.13,0,7.41,288431,19319
(주)대웅,003090,2012/12,1,,UQ,6.48,85.66,7.35,7.84,7.72,92.19,1.74,86.18,11.85,3289.47,0,13.42,303932,17394
(주)대웅,003090,2013/12,1,,UQ,2.25,31.7,3.23,3.42,8.43,91.48,1.4,251.1,8.05,2238.4,0,27.72,309791,16818
(주)대웅,003090,2014/12,1,,UQ,2.09,30.76,3.63,3.84,9.02,90.85,1.25,166.24,8.7,2058.65,0,16.81,315970,16865
(주)대웅,003090,2015/12,1,,UQ,1.63,13.58,2.74,2.93,20.85,78.3,0.77,71.05,9.14,1985.68,317.18,12.48,329325,25335
(주)대웅,003090,2016/12,1,,UQ,2.49,6.63,1.81,1.94,23.37,76.17,0.55,32.99,7.51,1784.94,277.36,13.31,330037,18464
(주)대웅,003090,2017/12,1,,UQ,2.21,12.67,3.38,3.58,21.79,77.73,0.61,33.73,7.56,1911.82,2827.02,14.15,337100,18650
(주)대웅,003090,2018/12,1,,UQ,2.62,14.79,3.61,3.82,19.13,80.49,0.58,74.61,6.88,1937.26,0,5.21,344460,17666
(주)대웅,003090,2019/12,1,,UQ,1.12,8.34,1.82,1.92,15.12,84.6,0.65,0,5.31,1582.42,0,3.75,348607,18145
(주)대웅,003090,2020/12,1,,UQ,6.03,66.3,12.76,13.49,11.46,88.27,1.26,0,16.58,5819.28,0,5.29,371342,20940
(주)대웅제약,069620,2003/03,1,,,,,,,,,,,,,,,215420,73239
(주)대웅제약,069620,2004/03,1,,,0,7.17,6.36,10.19,23.24,65.43,1.2,20.87,29.88,101.03,6.82,4.47,233057,87591
(주)대웅제약,069620,2005/03,1,,,4.85,12.17,10.97,17.37,31.37,58.99,1.32,19.93,32.61,100.49,7.59,5.35,238763,86239
(주)대웅제약,069620,2006/03,1,,,15.73,14.97,13.83,21.42,37.44,51.5,1.44,16.54,35.95,121.15,8.98,5.92,270645,94134
(주)대웅제약,069620,2007/03,1,,,20.38,17.79,16.38,24.95,31.07,54.66,1.47,13.96,39.02,151.17,9.67,5.6,321846,109353
(주)대웅제약,069620,2008/03,1,,UQ,24.11,18.81,16.64,24.77,36.97,52.55,1.54,13.45,40.42,179.68,8.24,5.72,386873,123152
(주)대웅제약,069620,2009/03,1,,UQ,3.58,8.39,7.59,12.25,32.28,59,1.4,13.41,28.19,101.38,7.29,5.74,479347,206193
(주)대웅제약,069620,2010/03,1,,,15.04,10.77,10.14,16.84,37.98,49.45,1.34,13.67,32.87,121.37,7.64,6.28,496523,182283
(주)대웅제약,069620,2011/12,1,,UQ,0,13.75,10.5,14.41,25.58,66.53,1.88,16.73,36.18,183.95,8.34,7.83,493209,134059
(주)대웅제약,069620,2012/12,1,,UQ,7.07,9.28,7.12,9.29,32.53,61.49,1.78,17.01,32.95,152.9,7.81,7.96,477119,92565
(주)대웅제약,069620,2013/12,1,,UQ,13.68,14.44,11.18,14.28,38.81,54.76,1.66,19.24,30.92,167.63,6.74,8.53,572054,134901
(주)대웅제약,069620,2014/12,1,,UQ,2.7,6.7,5.09,7.18,42.07,52.85,1.53,21.36,22.74,142.79,6.44,8.38,678154,229207
(주)대웅제약,069620,2015/12,1,,UQ,9.74,9.74,6.58,10.46,25.5,69.57,1.58,21.77,20.13,129.35,6.85,7.87,819336,326642
(주)대웅제약,069620,2016/12,1,,UQ,5.07,5.98,3.59,6.53,19.76,75.31,1.44,17.4,13.42,98.42,6.03,6.32,1015247,497587
(주)대웅제약,069620,2017/12,1,,UQ,5.73,5.61,3.55,6.9,14.89,81.38,1.32,16.46,14.9,61.91,5.72,6.16,1053517,506177
(주)대웅제약,069620,2018/12,1,,UQ,-1.64,0.2,0.14,0.27,3.95,94.22,1.3,17.02,12.14,49.65,5.95,6.22,1076309,537937
(주)대웅제약,069620,2019/12,1,,UQ,2.72,2.65,1.86,3.71,13.74,82.57,1.32,15.89,11.78,44.88,6.68,6.18,1099982,546985
(주)대웅제약,069620,2020/12,1,,UQ,4.17,0.4,0.27,0.56,7.04,90.67,1.19,14.26,8.93,38.64,6.57,6.98,1186735,610702
(주)대유에이텍,002880,2000/12,1,,,-61.62,-36.56,-36.31,-89.05,-20.05,128.83,0.34,15.52,-23.47,-26.33,6.37,7.48,42680,32703
(주)대유에이텍,002880,2001/12,1,,,-60.96,-21.12,-21.07,-87.68,58.63,15.81,0.43,17.56,33.8,457,7.07,6.5,15039,11144
(주)대유에이텍,002880,2002/12,1,,,-99.51,-102.42,-98.94,-579.42,-30.81,188.56,0.59,19.73,-93.87,-176.89,3.63,5.54,7883,7864
(주)대유에이텍,002880,2003/12,1,,,20333.96,-92.54,-84.74,-327.28,-7.18,112.04,0.52,14.36,-46.78,-83.4,3.34,8.33,7331,3411
(주)대유에이텍,002880,2004/12,1,,,69.2,-27.82,-23.12,-40.09,24.52,60.48,1.34,6,-12.04,-86.32,30.26,6.37,10969,4336
(주)대유에이텍,002880,2005/12,1,,,73.14,9.63,7.95,19.13,14.86,72.69,1.46,3.71,7.72,115.6,32.3,3.96,32632,21148
(주)대유에이텍,002880,2006/12,1,,,97.82,-0.58,-0.53,-1.92,-19.34,163.12,1.67,3.46,3.36,10.6,28.34,4.86,91619,68901
(주)대유에이텍,002880,2007/12,1,,,6.1,-7.25,-6.69,-25.51,-12.45,134.74,1.56,3.17,0.18,0.62,28.44,4.72,86951,62847
(주)대유에이텍,002880,2008/12,1,,,55.73,-0.15,-0.13,-0.37,-23.37,145.28,1.77,4.74,6.65,12.27,35.74,7.45,85009,47471
(주)대유에이텍,002880,2009/12,1,,,-0.12,-4.55,-3.87,-9.05,-20.69,136.2,1.25,4.91,1.96,3.38,44.76,10.95,90380,52888
(주)대유에이텍,002880,2010/12,1,,UQ,39.23,5.63,4.56,13.69,-25.44,165.02,2.3,5.15,9.1,22.57,547.24,10.2,178828,126627
(주)대유에이텍,002880,2011/12,1,,UQ,24.07,3.88,2.66,9.68,-23.89,156.26,2.76,5.56,8.3,42.32,138.45,7.44,246557,181792
(주)대유에이텍,002880,2012/12,1,,UQ,36.6,1.96,1.2,4.09,-25.78,166.39,2.6,5.79,7.41,34.13,100.15,7.1,277360,188893
(주)대유에이텍,002880,2013/12,1,,UQ,2.36,2.71,1.77,6.06,-22.95,170.34,2.39,5.05,7.13,38.34,129.84,6.78,336455,245904
(주)대유에이텍,002880,2014/12,1,,UQ,4.93,0.65,0.4,1.56,-31.82,202.9,2.53,5.35,5.22,31.65,123.7,6.05,377532,282518
(주)대유에이텍,002880,2015/12,1,,UQ,20.88,1.23,0.61,2.05,-36.92,184.81,2.51,4.46,7.27,42.12,151.44,6.75,326470,211613
(주)대유에이텍,002880,2016/12,1,,UQ,3.22,4.68,1.92,5.57,-32.13,173.38,2.5,3.51,7.17,54.23,413.74,9.16,349203,230653
(주)대유에이텍,002880,2017/12,1,,UQ,1.32,3.15,1.3,3.85,-38.96,203.86,2.58,3.58,5.93,45.63,298.35,8.94,359200,239089
(주)대유에이텍,002880,2018/12,1,,UQ,-21.89,-16.73,-7.75,-26.44,-34.77,218.1,2.29,3.42,-3.8,-31.9,233.11,8.71,370893,277068
(주)대유에이텍,002880,2019/12,1,,UQ,15.57,6.24,3.07,11.78,-39.1,229.39,1.97,3.28,7.44,63.6,258.83,7.85,405334,296900
(주)대유에이텍,002880,2020/12,1,,UQ,10.08,-0.19,-0.09,-0.31,-33.57,190.38,2.01,3.44,4.95,46.64,199.68,8.07,410369,291009
(주)대유플러스,000300,2000/12,1,,,0,-11.41,-11.39,0,-6.09,108.81,1.1,11.2,23.7,31.67,11.42,8.35,93244,109998
(주)대유플러스,000300,2001/12,1,,,0,-11.87,-11.84,0,-12.52,0,1.07,11.89,24.94,36.46,11.32,8.16,93380,121183
(주)대유플러스,000300,2002/12,1,,,0,46.07,45.84,0,16.3,80.47,1.14,11.15,100.03,155.25,13.03,7.6,54904,24489
(주)대유플러스,000300,2003/12,1,,,-47.39,-45.55,-45.28,-94.42,14.76,78.7,1.08,5.89,-13.39,-25.12,9.85,4.98,41893,25891
(주)대유플러스,000300,2004/12,1,,,-41.27,-16.98,-16.84,-52.01,-5.61,109.21,1.68,7.74,-3.88,-6.06,10.44,8.42,36563,27165
(주)대유플러스,000300,2005/12,1,,,-30.11,-7.8,-7.72,-35.47,-10.89,120.85,2.17,11.76,6.95,12.14,11.56,16.61,36824,30257
(주)대유플러스,000300,2006/12,1,,,311.87,-13.55,-13.06,-56.32,-26.59,163.53,1.53,5.85,-0.17,-0.34,14.99,10.88,108120,81070
(주)대유플러스,000300,2007/12,1,,,16.41,2,1.9,6.84,-13.85,125.87,1.53,5.57,14.22,29.44,17.78,11.19,102405,70916
(주)대유플러스,000300,2008/12,1,,,33.25,0.21,0.19,0.56,-16.28,131.68,1.38,6.46,11.46,23.11,14.32,12.29,109303,67344
(주)대유플러스,000300,2009/12,1,,,43.92,5.79,5.28,12.26,-5.33,109.45,1.32,7.19,15.1,36.02,16.76,8.89,128293,67902
(주)대유플러스,000300,2010/12,1,,UQ,10.78,3.94,3.06,7.07,-15.01,126.27,1.77,6.53,8.87,26.07,22.62,8.53,165497,98595
(주)대유플러스,000300,2011/12,1,,UQ,28.31,-1.56,-1.13,-3.08,-19.38,144.64,1.79,4.9,5.2,15.85,20.53,6.11,250263,164419
(주)대유플러스,000300,2012/12,1,,UQ,17.28,-6.35,-4.84,-12.8,-16.77,134.43,1.6,4.87,-0.51,-1.41,16.93,5.12,243423,142748
(주)대유플러스,000300,2013/12,1,,UQ,-2.76,0.4,0.31,0.75,-18.54,136.93,1.76,5.13,8.03,20.13,17.63,6.63,238456,140563
(주)대유플러스,000300,2014/12,1,,UQ,3.82,-1.18,-0.77,-1.54,-13.33,119.97,2.6,6.5,8.73,53.17,26.83,9.97,162212,60575
